time_s,ecg_adc
291.900000,2304
291.904000,2821
291.908000,2032
291.912000,2017
291.916000,1279
291.920000,184
291.924000,511
291.928000,3950
291.932000,3327
291.936000,2861
291.940000,2815
291.944000,2089
291.948000,3327
291.952000,1885
291.956000,3839
291.960000,1662
291.964000,4095
291.968000,382
291.972000,4095
291.976000,3956
291.980000,4095
291.984000,1168
291.988000,1023
291.992000,2816
291.996000,3072
292.000000,3192
292.004000,256
292.008000,1421
292.012000,3584
292.016000,2382
292.020000,3072
292.024000,2376
292.028000,3328
292.032000,344
292.036000,3328
292.040000,347
292.044000,3328
292.048000,3916
292.052000,2816
292.056000,2322
292.060000,1776
292.064000,2997
292.068000,511
292.072000,3713
292.076000,255
292.080000,664
292.084000,1023
292.088000,742
292.092000,2319
292.096000,1343
292.100000,3328
292.104000,1389
292.108000,3584
292.112000,2402
292.116000,3328
292.120000,2623
292.124000,2816
292.128000,2343
292.132000,2560
292.136000,1311
292.140000,2304
292.144000,538
292.148000,2304
292.152000,2589
292.156000,2560
292.160000,3877
292.164000,2560
292.168000,2604
292.172000,2816
292.176000,3894
292.180000,2816
292.184000,1083
292.188000,2816
292.192000,1855
292.196000,2816
292.200000,3139
292.204000,3072
292.208000,3142
292.212000,3072
292.216000,1601
292.220000,2816
292.224000,3380
292.228000,2560
292.232000,3346
292.236000,2048
292.240000,3830
292.244000,1791
292.248000,207
292.252000,1023
292.256000,3997
292.260000,4095
292.264000,71
292.268000,2559
292.272000,1273
292.276000,1774
292.280000,2536
292.284000,2030
292.288000,258
292.292000,2559
292.296000,2088
292.300000,3071
292.304000,2096
292.308000,3071
292.312000,562
292.316000,3071
292.320000,583
292.324000,3583
292.328000,2683
292.332000,1023
292.336000,1536
292.340000,3072
292.344000,2959
292.348000,768
292.352000,3001
292.356000,512
292.360000,3712
292.364000,3584
292.368000,1625
292.372000,3072
292.376000,1601
292.380000,2560
292.384000,3101
292.388000,2304
292.392000,1295
292.396000,2048
292.400000,523
292.404000,2048
292.408000,3072
292.412000,1776
292.416000,3524
292.420000,767
292.424000,149
292.428000,511
292.432000,1711
292.436000,1279
292.440000,3568
292.444000,2319
292.448000,3631
292.452000,3072
292.456000,1621
292.460000,3328
292.464000,2656
292.468000,3584
292.472000,3683
292.476000,3584
292.480000,102
292.484000,3584
292.488000,874
292.492000,3584
292.496000,872
292.500000,3584
292.504000,2930
292.508000,3840
292.512000,3443
292.516000,3840
292.520000,1144
292.524000,3840
292.528000,1919
292.532000,3840
292.536000,3202
292.540000,0
292.544000,1154
292.548000,3840
292.552000,2938
292.556000,3840
292.560000,880
292.564000,3584
292.568000,2662
292.572000,3584
292.576000,349
292.580000,3328
292.584000,3421
292.588000,3584
292.592000,3434
292.596000,3584
292.600000,1619
292.604000,2816
292.608000,1060
292.612000,1776
292.616000,1968
292.620000,3839
292.624000,562
292.628000,2031
292.632000,3280
292.636000,1006
292.640000,2217
292.644000,1006
292.648000,1473
292.652000,1518
292.656000,2037
292.660000,2030
292.664000,1278
292.668000,2030
292.672000,2042
292.676000,2030
292.680000,777
292.684000,2559
292.688000,1833
292.692000,3071
292.696000,3425
292.700000,511
292.704000,463
292.708000,2047
292.712000,2055
292.716000,2032
292.720000,1999
292.724000,767
292.728000,3985
292.732000,4095
292.736000,1377
292.740000,3327
292.744000,2874
292.748000,2815
292.752000,792
292.756000,2559
292.760000,3369
292.764000,3327
292.768000,1124
292.772000,4095
292.776000,2189
292.780000,767
292.784000,1729
292.788000,1791
292.792000,812
292.796000,3584
292.800000,3244
292.804000,1536
292.808000,1033
292.812000,2321
292.816000,2849
292.820000,2577
292.824000,3363
292.828000,2577
292.832000,296
292.836000,2577
292.840000,3624
292.844000,2577
292.848000,1054
292.852000,2321
292.856000,284
292.860000,2321
292.864000,280
292.868000,2321
292.872000,3608
292.876000,2321
292.880000,271
292.884000,2065
292.888000,257
292.892000,1793
292.896000,1265
292.900000,1536
292.904000,2791
292.908000,1536
292.912000,1754
292.916000,1024
292.920000,3779
292.924000,768
292.928000,1191
292.932000,256
292.936000,1428
292.940000,0
292.944000,1927
292.948000,3840
292.952000,115
292.956000,3584
292.960000,2398
292.964000,3328
292.968000,3147
292.972000,3072
292.976000,3134
292.980000,2816
292.984000,302
292.988000,2560
292.992000,2082
292.996000,2304
293.000000,2796
293.004000,1279
293.008000,1937
293.012000,3583
293.016000,827
293.020000,2815
293.024000,2096
293.028000,3327
293.032000,1625
293.036000,3839
293.040000,3958
293.044000,4095
293.048000,3190
293.052000,4095
293.056000,625
293.060000,3839
293.064000,3943
293.068000,4095
293.072000,3738
293.076000,1535
293.080000,2071
293.084000,3328
293.088000,627
293.092000,3840
293.096000,99
293.100000,3072
293.104000,561
293.108000,2560
293.112000,1831
293.116000,2304
293.120000,778
293.124000,1776
293.128000,4041
293.132000,767
293.136000,2694
293.140000,3839
293.144000,3896
293.148000,2303
293.152000,2272
293.156000,1518
293.160000,1247
293.164000,2302
293.168000,1881
293.172000,767
293.176000,1795
293.180000,2816
293.184000,3949
293.188000,0
293.192000,3228
293.196000,512
293.200000,1707
293.204000,512
293.208000,2478
293.212000,512
293.216000,1167
293.220000,3840
293.224000,1643
293.228000,3328
293.232000,3672
293.236000,3328
293.240000,3414
293.244000,3328
293.248000,854
293.252000,3328
293.256000,3424
293.260000,3584
293.264000,3685
293.268000,3584
293.272000,3686
293.276000,3584
293.280000,614
293.284000,3584
293.288000,3688
293.292000,3584
293.296000,1378
293.300000,3328
293.304000,3673
293.308000,3328
293.312000,1617
293.316000,3072
293.320000,2889
293.324000,3072
293.328000,2361
293.332000,2816
293.336000,2346
293.340000,2560
293.344000,3346
293.348000,2048
293.352000,3827
293.356000,1791
293.360000,3286
293.364000,1279
293.368000,939
293.372000,255
293.376000,1892
293.380000,3071
293.384000,3621
293.388000,2559
293.392000,3606
293.396000,2815
293.400000,3911
293.404000,3839
293.408000,124
293.412000,255
293.416000,1673
293.420000,255
293.424000,3731
293.428000,511
293.432000,669
293.436000,1023
293.440000,2539
293.444000,2831
293.448000,363
293.452000,256
293.456000,1961
293.460000,256
293.464000,3456
293.468000,3584
293.472000,3153
293.476000,3072
293.480000,2363
293.484000,2816
293.488000,2341
293.492000,2560
293.496000,1057
293.500000,2304
293.504000,3602
293.508000,2032
293.512000,1489
293.516000,511
293.520000,3686
293.524000,3071
293.528000,2334
293.532000,2815
293.536000,1095
293.540000,4095
293.544000,2234
293.548000,2047
293.552000,2338
293.556000,3072
293.560000,1365
293.564000,3328
293.568000,1382
293.572000,3584
293.576000,621
293.580000,3584
293.584000,2157
293.588000,3840
293.592000,3957
293.596000,3840
293.600000,1916
293.604000,3840
293.608000,645
293.612000,0
293.616000,1420
293.620000,0
293.624000,3218
293.628000,256
293.632000,3990
293.636000,256
293.640000,3993
293.644000,256
293.648000,1425
293.652000,0
293.656000,1164
293.660000,0
293.664000,649
293.668000,0
293.672000,3977
293.676000,0
293.680000,640
293.684000,3840
293.688000,2675
293.692000,3840
293.696000,2159
293.700000,3840
293.704000,2674
293.708000,3840
293.712000,2152
293.716000,3584
293.720000,2912
293.724000,3584
293.728000,1378
293.732000,3328
293.736000,1612
293.740000,2560
293.744000,2565
293.748000,1520
293.752000,3759
293.756000,511
293.760000,3972
293.764000,4095
293.768000,3956
293.772000,4095
293.776000,3959
293.780000,4095
293.784000,3959
293.788000,4095
293.792000,3193
293.796000,4095
293.800000,2420
293.804000,255
293.808000,1187
293.812000,1535
293.816000,2084
293.820000,3584
293.824000,3202
293.828000,0
293.832000,3437
293.836000,3328
293.840000,1603
293.844000,2816
293.848000,3644
293.852000,2816
293.856000,553
293.860000,2304
293.864000,1810
293.868000,2048
293.872000,8
293.876000,2032
293.880000,3555
293.884000,1279
293.888000,414
293.892000,4095
293.896000,3162
293.900000,3583
293.904000,3172
293.908000,255
293.912000,1197
293.916000,1535
293.920000,2573
293.924000,2816
293.928000,75
293.932000,3328
293.936000,2141
293.940000,3584
293.944000,2914
293.948000,3584
293.952000,102
293.956000,3584
293.960000,2157
293.964000,3840
293.968000,117
293.972000,3840
293.976000,1917
293.980000,3840
293.984000,3972
293.988000,0
293.992000,1932
293.996000,0
294.000000,3218
294.004000,256
294.008000,3734
294.012000,256
294.016000,3990
294.020000,256
294.024000,3225
294.028000,256
294.032000,653
294.036000,0
294.040000,3207
294.044000,0
294.048000,3452
294.052000,3840
294.056000,1394
294.060000,3584
294.064000,3432
294.068000,3584
294.072000,2909
294.076000,3328
294.080000,3910
294.084000,2816
294.088000,3372
294.092000,2560
294.096000,2589
294.100000,2304
294.104000,3589
294.108000,1776
294.112000,2493
294.116000,511
294.120000,3430
294.124000,3327
294.128000,2101
294.132000,3071
294.136000,317
294.140000,3583
294.144000,3697
294.148000,255
294.152000,1688
294.156000,511
294.160000,2210
294.164000,767
294.168000,3486
294.172000,767
294.176000,1213
294.180000,1791
294.184000,3625
294.188000,3328
294.192000,378
294.196000,0
294.200000,1410
294.204000,3584
294.208000,1627
294.212000,3072
294.216000,3908
294.220000,2816
294.224000,2597
294.228000,2304
294.232000,775
294.236000,2048
294.240000,1044
294.244000,2304
294.248000,3098
294.252000,2304
294.256000,2808
294.260000,1535
294.264000,682
294.268000,511
294.272000,1959
294.276000,1279
294.280000,771
294.284000,2816
294.288000,2411
294.292000,256
294.296000,2470
294.300000,768
294.304000,1460
294.308000,768
294.312000,1723
294.316000,512
294.320000,662
294.324000,3840
294.328000,3426
294.332000,3328
294.336000,1105
294.340000,3072
294.344000,2886
294.348000,3072
294.352000,1608
294.356000,3072
294.360000,853
294.364000,3328
294.368000,1632
294.372000,3328
294.376000,1374
294.380000,3328
294.384000,3678
294.388000,3584
294.392000,2930
294.396000,3840
294.400000,1394
294.404000,3584
294.408000,1389
294.412000,3584
294.416000,1899
294.420000,3584
294.424000,3695
294.428000,3584
294.432000,2137
294.436000,3328
294.440000,73
294.444000,3072
294.448000,2886
294.452000,3072
294.456000,3129
294.460000,2816
294.464000,2610
294.468000,2816
294.472000,1836
294.476000,2304
294.480000,3079
294.484000,1776
294.488000,4036
294.492000,767
294.496000,401
294.500000,255
294.504000,145
294.508000,767
294.512000,1223
294.516000,1535
294.520000,1256
294.524000,1791
294.528000,2291
294.532000,2063
294.536000,520
294.540000,2048
294.544000,3338
294.548000,2304
294.552000,2875
294.556000,3840
294.560000,681
294.564000,1024
294.568000,3539
294.572000,1024
294.576000,686
294.580000,256
294.584000,1175
294.588000,256
294.592000,3225
294.596000,0
294.600000,1126
294.604000,3072
294.608000,315
294.612000,2560
294.616000,3602
294.620000,2032
294.624000,726
294.628000,767
294.632000,2171
294.636000,3583
294.640000,2099
294.644000,3071
294.648000,579
294.652000,3839
294.656000,1181
294.660000,1279
294.664000,3312
294.668000,2319
294.672000,3625
294.676000,2816
294.680000,825
294.684000,2816
294.688000,2875
294.692000,3072
294.696000,75
294.700000,3328
294.704000,866
294.708000,3584
294.712000,627
294.716000,3840
294.720000,2176
294.724000,0
294.728000,2173
294.732000,0
294.736000,2439
294.740000,256
294.744000,2458
294.748000,512
294.752000,3243
294.756000,768
294.760000,1465
294.764000,768
294.768000,3521
294.772000,1024
294.776000,3781
294.780000,768
294.784000,679
294.788000,256
294.792000,657
294.796000,0
294.800000,1161
294.804000,0
294.808000,3732
294.812000,256
294.816000,3222
294.820000,256
294.824000,1935
294.828000,0
294.832000,1692
294.836000,512
294.840000,1204
294.844000,512
294.848000,1434
294.852000,3840
294.856000,341
294.860000,2560
294.864000,3587
294.868000,1776
294.872000,2513
294.876000,1279
294.880000,183
294.884000,1023
294.888000,2748
294.892000,1279
294.896000,1985
294.900000,1023
294.904000,1215
294.908000,1023
294.912000,183
294.916000,1023
294.920000,3025
294.924000,2063
294.928000,3905
294.932000,3840
294.936000,407
294.940000,256
294.944000,900
294.948000,3584
294.952000,2917
294.956000,3584
294.960000,355
294.964000,3328
294.968000,843
294.972000,2816
294.976000,305
294.980000,2560
294.984000,2593
294.988000,2304
294.992000,755
294.996000,1279
295.000000,670
295.004000,3839
295.008000,3645
295.012000,2815
295.016000,1069
295.020000,3327
295.024000,1913
295.028000,767
295.032000,4062
295.036000,2063
295.040000,1569
295.044000,2560
295.048000,1588
295.052000,2816
295.056000,1094
295.060000,3072
295.064000,2384
295.068000,3328
295.072000,854
295.076000,3328
295.080000,2141
295.084000,3584
295.088000,867
295.092000,3584
295.096000,1909
295.100000,3840
295.104000,1929
295.108000,0
295.112000,3730
295.116000,256
295.120000,1689
295.124000,256
295.128000,2463
295.132000,512
295.136000,3236
295.140000,512
295.144000,414
295.148000,256
295.152000,665
295.156000,256
295.160000,2457
295.164000,256
295.168000,1417
295.172000,3840
295.176000,2935
295.180000,3840
295.184000,3440
295.188000,3584
295.192000,2902
295.196000,3072
295.200000,308
295.204000,2560
295.208000,3866
295.212000,2048
295.216000,1008
295.220000,1535
295.224000,191
295.228000,511
295.232000,1139
295.236000,3583
295.240000,2644
295.244000,3583
295.248000,2396
295.252000,4095
295.256000,385
295.260000,255
295.264000,3208
295.268000,255
295.272000,1665
295.276000,4095
295.280000,126
295.284000,255
295.288000,1699
295.292000,1535
295.296000,39
295.300000,3584
295.304000,3990
295.308000,512
295.312000,1182
295.316000,0
295.320000,388
295.324000,0
295.328000,1937
295.332000,0
295.336000,3461
295.340000,3840
295.344000,3691
295.348000,3584
295.352000,106
295.356000,3584
295.360000,866
295.364000,3072
295.368000,2084
295.372000,2032
295.376000,3278
295.380000,1279
295.384000,4057
295.388000,2063
295.392000,57
295.396000,3584
295.400000,150
295.404000,768
295.408000,3534
295.412000,1280
295.416000,3022
295.420000,1024
295.424000,435
295.428000,256
295.432000,2688
295.436000,3840
295.440000,2664
295.444000,3584
295.448000,347
295.452000,3328
295.456000,3672
295.460000,3328
295.464000,2129
295.468000,3328
295.472000,3409
295.476000,3328
295.480000,344
295.484000,3328
295.488000,859
295.492000,3328
295.496000,859
295.500000,3328
295.504000,89
295.508000,3328
295.512000,2385
295.516000,3328
295.520000,2897
295.524000,3328
295.528000,849
295.532000,3072
295.536000,1862
295.540000,2816
295.544000,3131
295.548000,2816
295.552000,562
295.556000,2560
295.560000,1311
295.564000,2048
295.568000,3
295.572000,2032
295.576000,2033
295.580000,1535
295.584000,2252
295.588000,1023
295.592000,2182
295.596000,3583
295.600000,2592
295.604000,2303
295.608000,2042
295.612000,2030
295.616000,2065
295.620000,3071
295.624000,67
295.628000,3327
295.632000,3912
295.636000,3327
295.640000,583
295.644000,3327
295.648000,1104
295.652000,3583
295.656000,1651
295.660000,511
295.664000,3543
295.668000,2319
295.672000,833
295.676000,3328
295.680000,345
295.684000,3072
295.688000,3380
295.692000,2560
295.696000,3098
295.700000,2304
295.704000,3591
295.708000,2032
295.712000,2025
295.716000,1535
295.720000,996
295.724000,1791
295.728000,2289
295.732000,2047
295.736000,1503
295.740000,1023
295.744000,3989
295.748000,4095
295.752000,374
295.756000,255
295.760000,3757
295.764000,1535
295.768000,2570
295.772000,2816
295.776000,3411
295.780000,3584
295.784000,107
295.788000,3584
295.792000,1384
295.796000,3584
295.800000,1397
295.804000,3840
295.808000,2178
295.812000,0
295.816000,3199
295.820000,0
295.824000,3213
295.828000,256
295.832000,662
295.836000,256
295.840000,1180
295.844000,256
295.848000,2972
295.852000,512
295.856000,422
295.860000,512
295.864000,2983
295.868000,512
295.872000,410
295.876000,256
295.880000,1178
295.884000,256
295.888000,1431
295.892000,0
295.896000,1154
295.900000,3840
295.904000,1916
295.908000,3840
295.912000,2176
295.916000,0
295.920000,3202
295.924000,0
295.928000,2180
295.932000,0
295.936000,3199
295.940000,0
295.944000,1169
295.948000,256
295.952000,1187
295.956000,256
295.960000,2953
295.964000,3584
295.968000,2098
295.972000,2048
295.976000,3281
295.980000,1023
295.984000,677
295.988000,511
295.992000,2453
295.996000,511
296.000000,910
296.004000,255
296.008000,2440
296.012000,255
296.016000,2935
296.020000,4095
296.024000,367
296.028000,4095
296.032000,3475
296.036000,1279
296.040000,1800
296.044000,2816
296.048000,610
296.052000,3584
296.056000,91
296.060000,3072
296.064000,2358
296.068000,2816
296.072000,3887
296.076000,2560
296.080000,2069
296.084000,2048
296.088000,2531
296.092000,1535
296.096000,2757
296.100000,1279
296.104000,957
296.108000,767
296.112000,2697
296.116000,3839
296.120000,2888
296.124000,3327
296.128000,2898
296.132000,4095
296.136000,4003
296.140000,1535
296.144000,1034
296.148000,2560
296.152000,2115
296.156000,3328
296.160000,342
296.164000,3328
296.168000,2912
296.172000,3584
296.176000,102
296.180000,3584
296.184000,2927
296.188000,3840
296.192000,631
296.196000,3840
296.200000,2685
296.204000,0
296.208000,1161
296.212000,0
296.216000,3215
296.220000,256
296.224000,3991
296.228000,256
296.232000,663
296.236000,256
296.240000,1180
296.244000,256
296.248000,1180
296.252000,256
296.256000,3737
296.260000,256
296.264000,397
296.268000,0
296.272000,1154
296.276000,3840
296.280000,1395
296.284000,3584
296.288000,2662
296.292000,3584
296.296000,2137
296.300000,3328
296.304000,3651
296.308000,2816
296.312000,1321
296.316000,2304
296.320000,3860
296.324000,2048
296.328000,4078
296.332000,1535
296.336000,183
296.340000,255
296.344000,3412
296.348000,2815
296.352000,1545
296.356000,2031
296.360000,3074
296.364000,2559
296.368000,3126
296.372000,3583
296.376000,118
296.380000,511
296.384000,959
296.388000,1791
296.392000,2584
296.396000,2816
296.400000,68
296.404000,3328
296.408000,626
296.412000,0
296.416000,3225
296.420000,256
296.424000,888
296.428000,3072
296.432000,284
296.436000,2032
296.440000,3051
296.444000,1791
296.448000,729
296.452000,1279
296.456000,696
296.460000,767
296.464000,3490
296.468000,767
296.472000,1451
296.476000,767
296.480000,923
296.484000,4095
296.488000,87
296.492000,3327
296.496000,3154
296.500000,4095
296.504000,931
296.508000,1535
296.512000,1812
296.516000,2816
296.520000,3426
296.524000,3840
296.528000,2940
296.532000,3840
296.536000,2405
296.540000,3328
296.544000,1854
296.548000,2560
296.552000,3370
296.556000,2560
296.560000,3109
296.564000,2560
296.568000,551
296.572000,2560
296.576000,3890
296.580000,2816
296.584000,3647
296.588000,3072
296.592000,1612
296.596000,3072
296.600000,3408
296.604000,3328
296.608000,1627
296.612000,3328
296.616000,2142
296.620000,3584
296.624000,1374
296.628000,3328
296.632000,345
296.636000,3328
296.640000,1621
296.644000,3072
296.648000,2886
296.652000,3072
296.656000,72
296.660000,3328
296.664000,1907
296.668000,256
296.672000,2507
296.676000,1792
296.680000,1033
296.684000,2321
296.688000,1331
296.692000,3089
296.696000,2911
296.700000,3857
296.704000,2184
296.708000,529
296.712000,1972
296.716000,529
296.720000,653
296.724000,3089
296.728000,505
296.732000,512
296.736000,3944
296.740000,2816
296.744000,2829
296.748000,1776
296.752000,3005
296.756000,511
296.760000,1383
296.764000,3071
296.768000,291
296.772000,2559
296.776000,24
296.780000,2559
296.784000,3609
296.788000,2559
296.792000,3851
296.796000,2031
296.800000,229
296.804000,1518
296.808000,215
296.812000,1518
296.816000,984
296.820000,1518
296.824000,2788
296.828000,2030
296.832000,1538
296.836000,2303
296.840000,271
296.844000,2303
296.848000,2044
296.852000,1774
296.856000,731
296.860000,1262
296.864000,3521
296.868000,1262
296.872000,1998
296.876000,1518
296.880000,3309
296.884000,2302
296.888000,2843
296.892000,3071
296.896000,2378
296.900000,3839
296.904000,887
296.908000,255
296.912000,1950
296.916000,767
296.920000,1213
296.924000,1279
296.928000,3031
296.932000,1791
296.936000,3318
296.940000,2319
296.944000,306
296.948000,3328
296.952000,906
296.956000,768
296.960000,2540
296.964000,2320
296.968000,562
296.972000,3089
296.976000,1887
296.980000,3601
296.984000,1148
296.988000,3857
296.992000,3950
296.996000,3345
297.000000,1109
297.004000,3601
297.008000,2179
297.012000,17
297.016000,2916
297.020000,2833
297.024000,1015
297.028000,768
297.032000,1661
297.036000,2816
297.040000,3840
297.044000,1264
297.048000,2213
297.052000,511
297.056000,2679
297.060000,3839
297.064000,1360
297.068000,3071
297.072000,1571
297.076000,2303
297.080000,1015
297.084000,1518
297.088000,448
297.092000,750
297.096000,2455
297.100000,494
297.104000,154
297.108000,1006
297.112000,1247
297.116000,2302
297.120000,1338
297.124000,3583
297.128000,2932
297.132000,255
297.136000,137
297.140000,255
297.144000,1156
297.148000,4095
297.152000,3185
297.156000,3839
297.160000,3666
297.164000,3071
297.168000,293
297.172000,2559
297.176000,790
297.180000,2559
297.184000,3373
297.188000,3327
297.192000,604
297.196000,3839
297.200000,3456
297.204000,511
297.208000,680
297.212000,1023
297.216000,1732
297.220000,1279
297.224000,3033
297.228000,1791
297.232000,3820
297.236000,2047
297.240000,2048
297.244000,2048
297.248000,2296
297.252000,2063
297.256000,1031
297.260000,2304
297.264000,300
297.268000,3072
297.272000,2150
297.276000,0
297.280000,2979
297.284000,1280
297.288000,1814
297.292000,3345
297.296000,2976
297.300000,1553
297.304000,1047
297.308000,2850
297.312000,3654
297.316000,2850
297.320000,544
297.324000,2338
297.328000,789
297.332000,1810
297.336000,1983
297.340000,3345
297.344000,2799
297.348000,256
297.352000,78
297.356000,2304
297.360000,489
297.364000,1279
297.368000,695
297.372000,767
297.376000,410
297.380000,255
297.384000,2681
297.388000,3839
297.392000,839
297.396000,2815
297.400000,1041
297.404000,2031
297.408000,2802
297.412000,2030
297.416000,3569
297.420000,2030
297.424000,2553
297.428000,2302
297.432000,2830
297.436000,2815
297.440000,3632
297.444000,3071
297.448000,51
297.452000,2815
297.456000,3345
297.460000,2031
297.464000,3034
297.468000,1262
297.472000,2993
297.476000,750
297.480000,660
297.484000,238
297.488000,3460
297.492000,238
297.496000,2695
297.500000,494
297.504000,3499
297.508000,1262
297.512000,2013
297.516000,2030
297.520000,772
297.524000,2559
297.528000,2861
297.532000,3327
297.536000,343
297.540000,3839
297.544000,2422
297.548000,255
297.552000,3723
297.556000,511
297.560000,3498
297.564000,1279
297.568000,4080
297.572000,2575
297.576000,3680
297.580000,256
297.584000,1219
297.588000,1536
297.592000,17
297.596000,2833
297.600000,3684
297.604000,17
297.608000,4003
297.612000,1041
297.616000,2813
297.620000,2849
297.624000,336
297.628000,3106
297.632000,3620
297.636000,1554
297.640000,1950
297.644000,3089
297.648000,257
297.652000,769
297.656000,1655
297.660000,2816
297.664000,3082
297.668000,1520
297.672000,939
297.676000,255
297.680000,2156
297.684000,3583
297.688000,310
297.692000,2559
297.696000,2292
297.700000,1518
297.704000,2476
297.708000,494
297.712000,2180
297.716000,238
297.720000,1681
297.724000,750
297.728000,4055
297.732000,2302
297.736000,2367
297.740000,4095
297.744000,1944
297.748000,767
297.752000,1212
297.756000,1023
297.760000,1712
297.764000,511
297.768000,1165
297.772000,4095
297.776000,1390
297.780000,3583
297.784000,80
297.788000,3327
297.792000,3399
297.796000,3327
297.800000,1351
297.804000,3327
297.808000,602
297.812000,3839
297.816000,1667
297.820000,511
297.824000,2748
297.828000,1535
297.832000,3046
297.836000,2047
297.840000,1280
297.844000,2048
297.848000,2332
297.852000,2816
297.856000,3400
297.860000,3584
297.864000,2684
297.868000,256
297.872000,2462
297.876000,512
297.880000,909
297.884000,3584
297.888000,2625
297.892000,2560
297.896000,804
297.900000,3072
297.904000,629
297.908000,0
297.912000,124
297.916000,3328
297.920000,3620
297.924000,1776
297.928000,2725
297.932000,3839
297.936000,3366
297.940000,2031
297.944000,3282
297.948000,1006
297.952000,1180
297.956000,238
297.960000,1408
297.964000,4078
297.968000,1920
297.972000,238
297.976000,2467
297.980000,1006
297.984000,3523
297.988000,1518
297.992000,2031
297.996000,2302
298.000000,3903
298.004000,4095
298.008000,3764
298.012000,1791
298.016000,2327
298.020000,3072
298.024000,360
298.028000,0
298.032000,3745
298.036000,768
298.040000,707
298.044000,1024
298.048000,3786
298.052000,1024
298.056000,3006
298.060000,768
298.064000,3235
298.068000,256
298.072000,2690
298.076000,3840
298.080000,3426
298.084000,3328
298.088000,1094
298.092000,2816
298.096000,1844
298.100000,2560
298.104000,2351
298.108000,2816
298.112000,2353
298.116000,2816
298.120000,1070
298.124000,2560
298.128000,1580
298.132000,2560
298.136000,1846
298.140000,2816
298.144000,326
298.148000,3072
298.152000,80
298.156000,3328
298.160000,1891
298.164000,3584
298.168000,3196
298.172000,0
298.176000,2181
298.180000,0
298.184000,1151
298.188000,3840
298.192000,3450
298.196000,3840
298.200000,1389
298.204000,3328
298.208000,3145
298.212000,2816
298.216000,548
298.220000,2304
298.224000,1300
298.228000,2048
298.232000,3848
298.236000,2048
298.240000,3335
298.244000,2048
298.248000,3331
298.252000,2048
298.256000,520
298.260000,2048
298.264000,3848
298.268000,2048
298.272000,2
298.276000,2032
298.280000,494
298.284000,1791
298.288000,3812
298.292000,1791
298.296000,3814
298.300000,1791
298.304000,3043
298.308000,1791
298.312000,1244
298.316000,1535
298.320000,3558
298.324000,2047
298.328000,3083
298.332000,2560
298.336000,3127
298.340000,3072
298.344000,851
298.348000,3584
298.352000,3725
298.356000,768
298.360000,1000
298.364000,2320
298.368000,589
298.372000,3601
298.376000,2153
298.380000,3345
298.384000,821
298.388000,2321
298.392000,1796
298.396000,1537
298.400000,4066
298.404000,1536
298.408000,3833
298.412000,2064
298.416000,3844
298.420000,1793
298.424000,1508
298.428000,1024
298.432000,432
298.436000,0
298.440000,3419
298.444000,2560
298.448000,2787
298.452000,767
298.456000,349
298.460000,2559
298.464000,1509
298.468000,1262
298.472000,2762
298.476000,1518
298.480000,3547
298.484000,1774
298.488000,2797
298.492000,2030
298.496000,2809
298.500000,2302
298.504000,2315
298.508000,2559
298.512000,788
298.516000,2559
298.520000,1315
298.524000,2815
298.528000,819
298.532000,3071
298.536000,1347
298.540000,3327
298.544000,3159
298.548000,3839
298.552000,2932
298.556000,255
298.560000,142
298.564000,511
298.568000,930
298.572000,767
298.576000,1204
298.580000,1023
298.584000,1989
298.588000,1279
298.592000,3292
298.596000,1791
298.600000,3566
298.604000,2047
298.608000,2048
298.612000,2048
298.616000,2048
298.620000,2048
298.624000,3576
298.628000,2047
298.632000,2294
298.636000,2063
298.640000,2816
298.644000,2032
298.648000,491
298.652000,1791
298.656000,1766
298.660000,1535
298.664000,465
298.668000,1279
298.672000,193
298.676000,1023
298.680000,2731
298.684000,767
298.688000,920
298.692000,255
298.696000,2433
298.700000,255
298.704000,3985
298.708000,1023
298.712000,2035
298.716000,2831
298.720000,128
298.724000,768
298.728000,232
298.732000,2320
298.736000,1085
298.740000,3345
298.744000,3951
298.748000,3857
298.752000,1655
298.756000,3601
298.760000,604
298.764000,2833
298.768000,1566
298.772000,2065
298.776000,3583
298.780000,1536
298.784000,3264
298.788000,256
298.792000,2406
298.796000,3072
298.800000,1829
298.804000,2048
298.808000,1264
298.812000,1279
298.816000,418
298.820000,4095
298.824000,1620
298.828000,2815
298.832000,3343
298.836000,2031
298.840000,3807
298.844000,1262
298.848000,445
298.852000,1006
298.856000,3774
298.860000,1262
298.864000,3533
298.868000,1518
298.872000,983
298.876000,1518
298.880000,2786
298.884000,2030
298.888000,1022
298.892000,2302
298.896000,2838
298.900000,2815
298.904000,2867
298.908000,3327
298.912000,3157
298.916000,3839
298.920000,3188
298.924000,255
298.928000,3477
298.932000,767
298.936000,4023
298.940000,1279
298.944000,2002
298.948000,1535
298.952000,752
298.956000,2063
298.960000,284
298.964000,2560
298.968000,1841
298.972000,2560
298.976000,3877
298.980000,2304
298.984000,525
298.988000,2048
298.992000,3335
298.996000,2048
299.000000,3330
299.004000,2032
299.008000,483
299.012000,1279
299.016000,2223
299.020000,511
299.024000,2417
299.028000,3839
299.032000,1634
299.036000,4095
299.040000,1962
299.044000,1535
299.048000,276
299.052000,2816
299.056000,3925
299.060000,3840
299.064000,2201
299.068000,1024
299.072000,1255
299.076000,2064
299.080000,555
299.084000,3089
299.088000,3929
299.092000,3345
299.096000,1346
299.100000,2577
